"codigo";"descricao";"descricao_breve"
"C71";"Neoplasias malignas dos olhos, do encéfalo e de outras partes do sistema nervoso central";"Neopl malig olhos encéf outr part sist nerv centr"
"C72";"Neoplasias malignas dos olhos, do encéfalo e de outras partes do sistema nervoso central";"Neopl malig olhos encéf outr part sist nerv centr"
"C73";"Neoplasias malignas da tireóide e de outras glândulas endócrinas";"Neopl malig tireóide e outras glândulas endócrinas"
"C74";"Neoplasias malignas da tireóide e de outras glândulas endócrinas";"Neopl malig tireóide e outras glândulas endócrinas"
"C75";"Neoplasias malignas da tireóide e de outras glândulas endócrinas";"Neopl malig tireóide e outras glândulas endócrinas"
"C76";"Neoplasias malignas de localizações mal definidas, secundárias e de localizações não especificadas";"Neopl malig local mal def, secund e local n espec"
"C77";"Neoplasias malignas de localizações mal definidas, secundárias e de localizações não especificadas";"Neopl malig local mal def, secund e local n espec"
"C78";"Neoplasias malignas de localizações mal definidas, secundárias e de localizações não especificadas";"Neopl malig local mal def, secund e local n espec"
"C79";"Neoplasias malignas de localizações mal definidas, secundárias e de localizações não especificadas";"Neopl malig local mal def, secund e local n espec"
"C80";"Neoplasias malignas de localizações mal definidas, secundárias e de localizações não especificadas";"Neopl malig local mal def, secund e local n espec"
"C81";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, dos tecidos linfático, hematopoético e tecidos correlatos";"Neopl malig tecido linfát hematopoét e correlatos"
"C82";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, dos tecidos linfático, hematopoético e tecidos correlatos";"Neopl malig tecido linfát hematopoét e correlatos"
"C83";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, dos tecidos linfático, hematopoético e tecidos correlatos";"Neopl malig tecido linfát hematopoét e correlatos"
"C84";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, dos tecidos linfático, hematopoético e tecidos correlatos";"Neopl malig tecido linfát hematopoét e correlatos"
"C85";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, dos tecidos linfático, hematopoético e tecidos correlatos";"Neopl malig tecido linfát hematopoét e correlatos"
"C86";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, dos tecidos linfático, hematopoético e tecidos correlatos";"Neopl malig tecido linfát hematopoét e correlatos"
"C87";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, dos tecidos linfático, hematopoético e tecidos correlatos";"Neopl malig tecido linfát hematopoét e correlatos"
"C88";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, dos tecidos linfático, hematopoético e tecidos correlatos";"Neopl malig tecido linfát hematopoét e correlatos"
"C89";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, dos tecidos linfático, hematopoético e tecidos correlatos";"Neopl malig tecido linfát hematopoét e correlatos"
"C90";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, dos tecidos linfático, hematopoético e tecidos correlatos";"Neopl malig tecido linfát hematopoét e correlatos"
"C91";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, dos tecidos linfático, hematopoético e tecidos correlatos";"Neopl malig tecido linfát hematopoét e correlatos"
"C92";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, dos tecidos linfático, hematopoético e tecidos correlatos";"Neopl malig tecido linfát hematopoét e correlatos"
"C93";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, dos tecidos linfático, hematopoético e tecidos correlatos";"Neopl malig tecido linfát hematopoét e correlatos"
"C94";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, dos tecidos linfático, hematopoético e tecidos correlatos";"Neopl malig tecido linfát hematopoét e correlatos"
"C95";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, dos tecidos linfático, hematopoético e tecidos correlatos";"Neopl malig tecido linfát hematopoét e correlatos"
"C96";"Neoplasias [tumores] malignas(os), declaradas ou presumidas como primárias, dos tecidos linfático, hematopoético e tecidos correlatos";"Neopl malig tecido linfát hematopoét e correlatos"
"C97";"Neoplasias malignas de localizações múltiplas independentes (primárias)";"Neopl malig local múltiplas independentes (prim)"
"D00";"Neoplasias [tumores] in situ";"Neoplasias [tumores] in situ"
"D01";"Neoplasias [tumores] in situ";"Neoplasias [tumores] in situ"
"D02";"Neoplasias [tumores] in situ";"Neoplasias [tumores] in situ"
"D03";"Neoplasias [tumores] in situ";"Neoplasias [tumores] in situ"
"D04";"Neoplasias [tumores] in situ";"Neoplasias [tumores] in situ"
"D05";"Neoplasias [tumores] in situ";"Neoplasias [tumores] in situ"
"D06";"Neoplasias [tumores] in situ";"Neoplasias [tumores] in situ"
"D07";"Neoplasias [tumores] in situ";"Neoplasias [tumores] in situ"
"D08";"Neoplasias [tumores] in situ";"Neoplasias [tumores] in situ"
"D09";"Neoplasias [tumores] in situ";"Neoplasias [tumores] in situ"
"D10";"Neoplasias [tumores] benignas(os)";"Neoplasias [tumores] benignas(os)"
"D11";"Neoplasias [tumores] benignas(os)";"Neoplasias [tumores] benignas(os)"
"D12";"Neoplasias [tumores] benignas(os)";"Neoplasias [tumores] benignas(os)"
"D13";"Neoplasias [tumores] benignas(os)";"Neoplasias [tumores] benignas(os)"
"D14";"Neoplasias [tumores] benignas(os)";"Neoplasias [tumores] benignas(os)"
"D15";"Neoplasias [tumores] benignas(os)";"Neoplasias [tumores] benignas(os)"
"D16";"Neoplasias [tumores] benignas(os)";"Neoplasias [tumores] benignas(os)"
"D17";"Neoplasias [tumores] benignas(os)";"Neoplasias [tumores] benignas(os)"
"D18";"Neoplasias [tumores] benignas(os)";"Neoplasias [tumores] benignas(os)"
"D19";"Neoplasias [tumores] benignas(os)";"Neoplasias [tumores] benignas(os)"
"D20";"Neoplasias [tumores] benignas(os)";"Neoplasias [tumores] benignas(os)"
"D21";"Neoplasias [tumores] benignas(os)";"Neoplasias [tumores] benignas(os)"
"D22";"Neoplasias [tumores] benignas(os)";"Neoplasias [tumores] benignas(os)"
"D23";"Neoplasias [tumores] benignas(os)";"Neoplasias [tumores] benignas(os)"
"D24";"Neoplasias [tumores] benignas(os)";"Neoplasias [tumores] benignas(os)"
"D25";"Neoplasias [tumores] benignas(os)";"Neoplasias [tumores] benignas(os)"
"D26";"Neoplasias [tumores] benignas(os)";"Neoplasias [tumores] benignas(os)"
"D27";"Neoplasias [tumores] benignas(os)";"Neoplasias [tumores] benignas(os)"
"D28";"Neoplasias [tumores] benignas(os)";"Neoplasias [tumores] benignas(os)"
"D29";"Neoplasias [tumores] benignas(os)";"Neoplasias [tumores] benignas(os)"
"D30";"Neoplasias [tumores] benignas(os)";"Neoplasias [tumores] benignas(os)"
"D31";"Neoplasias [tumores] benignas(os)";"Neoplasias [tumores] benignas(os)"
"D32";"Neoplasias [tumores] benignas(os)";"Neoplasias [tumores] benignas(os)"
"D33";"Neoplasias [tumores] benignas(os)";"Neoplasias [tumores] benignas(os)"
"D34";"Neoplasias [tumores] benignas(os)";"Neoplasias [tumores] benignas(os)"
"D35";"Neoplasias [tumores] benignas(os)";"Neoplasias [tumores] benignas(os)"
"D36";"Neoplasias [tumores] benignas(os)";"Neoplasias [tumores] benignas(os)"
"D37";"Neoplasias [tumores] de comportamento incerto ou desconhecido";"Neopl de comportamento incerto ou desconhecido"
"D38";"Neoplasias [tumores] de comportamento incerto ou desconhecido";"Neopl de comportamento incerto ou desconhecido"
"D39";"Neoplasias [tumores] de comportamento incerto ou desconhecido";"Neopl de comportamento incerto ou desconhecido"
"D40";"Neoplasias [tumores] de comportamento incerto ou desconhecido";"Neopl de comportamento incerto ou desconhecido"
"D41";"Neoplasias [tumores] de comportamento incerto ou desconhecido";"Neopl de comportamento incerto ou desconhecido"
"D42";"Neoplasias [tumores] de comportamento incerto ou desconhecido";"Neopl de comportamento incerto ou desconhecido"
"D43";"Neoplasias [tumores] de comportamento incerto ou desconhecido";"Neopl de comportamento incerto ou desconhecido"
"D44";"Neoplasias [tumores] de comportamento incerto ou desconhecido";"Neopl de comportamento incerto ou desconhecido"
"D45";"Neoplasias [tumores] de comportamento incerto ou desconhecido";"Neopl de comportamento incerto ou desconhecido"
"D46";"Neoplasias [tumores] de comportamento incerto ou desconhecido";"Neopl de comportamento incerto ou desconhecido"
"D47";"Neoplasias [tumores] de comportamento incerto ou desconhecido";"Neopl de comportamento incerto ou desconhecido"
"D48";"Neoplasias [tumores] de comportamento incerto ou desconhecido";"Neopl de comportamento incerto ou desconhecido"
"D50";"Anemias nutricionais";"Anemias nutricionais"
"D51";"Anemias nutricionais";"Anemias nutricionais"
"D52";"Anemias nutricionais";"Anemias nutricionais"
"D53";"Anemias nutricionais";"Anemias nutricionais"
"D55";"Anemias hemolíticas";"Anemias hemolíticas"
"D56";"Anemias hemolíticas";"Anemias hemolíticas"
"D57";"Anemias hemolíticas";"Anemias hemolíticas"
"D58";"Anemias hemolíticas";"Anemias hemolíticas"
"D59";"Anemias hemolíticas";"Anemias hemolíticas"
"D60";"Anemias aplásticas e outras anemias";"Anemias aplásticas e outras anemias"
"D61";"Anemias aplásticas e outras anemias";"Anemias aplásticas e outras anemias"
"D62";"Anemias aplásticas e outras anemias";"Anemias aplásticas e outras anemias"
"D63";"Anemias aplásticas e outras anemias";"Anemias aplásticas e outras anemias"
"D64";"Anemias aplásticas e outras anemias";"Anemias aplásticas e outras anemias"
"D65";"Defeitos da coagulação, púrpura e outras afecções hemorrágicas";"Defeitos coagulação, púrpura, outr afecç hemorrág"
"D66";"Defeitos da coagulação, púrpura e outras afecções hemorrágicas";"Defeitos coagulação, púrpura, outr afecç hemorrág"
"D67";"Defeitos da coagulação, púrpura e outras afecções hemorrágicas";"Defeitos coagulação, púrpura, outr afecç hemorrág"
"D68";"Defeitos da coagulação, púrpura e outras afecções hemorrágicas";"Defeitos coagulação, púrpura, outr afecç hemorrág"
"D69";"Defeitos da coagulação, púrpura e outras afecções hemorrágicas";"Defeitos coagulação, púrpura, outr afecç hemorrág"
"D70";"Outras doenças do sangue e dos órgãos hematopoéticos";"Outras doenças do sangue e órgãos hematopoéticos"
"D71";"Outras doenças do sangue e dos órgãos hematopoéticos";"Outras doenças do sangue e órgãos hematopoéticos"
"D72";"Outras doenças do sangue e dos órgãos hematopoéticos";"Outras doenças do sangue e órgãos hematopoéticos"
"D73";"Outras doenças do sangue e dos órgãos hematopoéticos";"Outras doenças do sangue e órgãos hematopoéticos"
"D74";"Outras doenças do sangue e dos órgãos hematopoéticos";"Outras doenças do sangue e órgãos hematopoéticos"
"D75";"Outras doenças do sangue e dos órgãos hematopoéticos";"Outras doenças do sangue e órgãos hematopoéticos"
"D76";"Outras doenças do sangue e dos órgãos hematopoéticos";"Outras doenças do sangue e órgãos hematopoéticos"
"D77";"Outras doenças do sangue e dos órgãos hematopoéticos";"Outras doenças do sangue e órgãos hematopoéticos"
"D80";"Alguns transtornos que comprometem o mecanismo imunitário";"Alguns transt q comprometem o mecanismo imunitário"
"D81";"Alguns transtornos que comprometem o mecanismo imunitário";"Alguns transt q comprometem o mecanismo imunitário"
"D82";"Alguns transtornos que comprometem o mecanismo imunitário";"Alguns transt q comprometem o mecanismo imunitário"
"D83";"Alguns transtornos que comprometem o mecanismo imunitário";"Alguns transt q comprometem o mecanismo imunitário"
"D84";"Alguns transtornos que comprometem o mecanismo imunitário";"Alguns transt q comprometem o mecanismo imunitário"
"D85";"Alguns transtornos que comprometem o mecanismo imunitário";"Alguns transt q comprometem o mecanismo imunitário"
"D86";"Alguns transtornos que comprometem o mecanismo imunitário";"Alguns transt q comprometem o mecanismo imunitário"
"D87";"Alguns transtornos que comprometem o mecanismo imunitário";"Alguns transt q comprometem o mecanismo imunitário"
"D88";"Alguns transtornos que comprometem o mecanismo imunitário";"Alguns transt q comprometem o mecanismo imunitário"
"D89";"Alguns transtornos que comprometem o mecanismo imunitário";"Alguns transt q comprometem o mecanismo imunitário"
"E00";"Transtornos da glândula tireóide";"Transtornos da glândula tireóide"
"E01";"Transtornos da glândula tireóide";"Transtornos da glândula tireóide"
"E02";"Transtornos da glândula tireóide";"Transtornos da glândula tireóide"
"E03";"Transtornos da glândula tireóide";"Transtornos da glândula tireóide"
"E04";"Transtornos da glândula tireóide";"Transtornos da glândula tireóide"
"E05";"Transtornos da glândula tireóide";"Transtornos da glândula tireóide"
"E06";"Transtornos da glândula tireóide";"Transtornos da glândula tireóide"
"E07";"Transtornos da glândula tireóide";"Transtornos da glândula tireóide"
"E10";"Diabetes mellitus";"Diabetes mellitus"
"E11";"Diabetes mellitus";"Diabetes mellitus"
"E12";"Diabetes mellitus";"Diabetes mellitus"
"E13";"Diabetes mellitus";"Diabetes mellitus"
"E14";"Diabetes mellitus";"Diabetes mellitus"
"E15";"Outros transtornos da regulação da glicose e da secreção pancreática interna";"Outr transt regulação glicose e secr pancreát int"
"E16";"Outros transtornos da regulação da glicose e da secreção pancreática interna";"Outr transt regulação glicose e secr pancreát int"
"E20";"Transtornos de outras glândulas endócrinas";"Transtornos de outras glândulas endócrinas"
"E21";"Transtornos de outras glândulas endócrinas";"Transtornos de outras glândulas endócrinas"
"E22";"Transtornos de outras glândulas endócrinas";"Transtornos de outras glândulas endócrinas"
"E23";"Transtornos de outras glândulas endócrinas";"Transtornos de outras glândulas endócrinas"
"E24";"Transtornos de outras glândulas endócrinas";"Transtornos de outras glândulas endócrinas"
"E25";"Transtornos de outras glândulas endócrinas";"Transtornos de outras glândulas endócrinas"
"E26";"Transtornos de outras glândulas endócrinas";"Transtornos de outras glândulas endócrinas"
"E27";"Transtornos de outras glândulas endócrinas";"Transtornos de outras glândulas endócrinas"
"E28";"Transtornos de outras glândulas endócrinas";"Transtornos de outras glândulas endócrinas"
"E29";"Transtornos de outras glândulas endócrinas";"Transtornos de outras glândulas endócrinas"
"E30";"Transtornos de outras glândulas endócrinas";"Transtornos de outras glândulas endócrinas"
"E31";"Transtornos de outras glândulas endócrinas";"Transtornos de outras glândulas endócrinas"
"E32";"Transtornos de outras glândulas endócrinas";"Transtornos de outras glândulas endócrinas"
"E33";"Transtornos de outras glândulas endócrinas";"Transtornos de outras glândulas endócrinas"
"E34";"Transtornos de outras glândulas endócrinas";"Transtornos de outras glândulas endócrinas"
"E35";"Transtornos de outras glândulas endócrinas";"Transtornos de outras glândulas endócrinas"
"E40";"Desnutrição";"Desnutrição"
"E41";"Desnutrição";"Desnutrição"
"E42";"Desnutrição";"Desnutrição"
"E43";"Desnutrição";"Desnutrição"
"E44";"Desnutrição";"Desnutrição"
"E45";"Desnutrição";"Desnutrição"
"E46";"Desnutrição";"Desnutrição"
"E50";"Outras deficiências nutricionais";"Outras deficiências nutricionais"
"E51";"Outras deficiências nutricionais";"Outras deficiências nutricionais"
"E52";"Outras deficiências nutricionais";"Outras deficiências nutricionais"
"E53";"Outras deficiências nutricionais";"Outras deficiências nutricionais"
"E54";"Outras deficiências nutricionais";"Outras deficiências nutricionais"
"E55";"Outras deficiências nutricionais";"Outras deficiências nutricionais"
"E56";"Outras deficiências nutricionais";"Outras deficiências nutricionais"
"E57";"Outras deficiências nutricionais";"Outras deficiências nutricionais"
"E58";"Outras deficiências nutricionais";"Outras deficiências nutricionais"
"E59";"Outras deficiências nutricionais";"Outras deficiências nutricionais"
"E60";"Outras deficiências nutricionais";"Outras deficiências nutricionais"
"E61";"Outras deficiências nutricionais";"Outras deficiências nutricionais"
"E62";"Outras deficiências nutricionais";"Outras deficiências nutricionais"
"E63";"Outras deficiências nutricionais";"Outras deficiências nutricionais"
"E64";"Outras deficiências nutricionais";"Outras deficiências nutricionais"
"E65";"Obesidade e outras formas de hiperalimentação";"Obesidade e outras formas de hiperalimentação"
"E66";"Obesidade e outras formas de hiperalimentação";"Obesidade e outras formas de hiperalimentação"
"E67";"Obesidade e outras formas de hiperalimentação";"Obesidade e outras formas de hiperalimentação"
"E68";"Obesidade e outras formas de hiperalimentação";"Obesidade e outras formas de hiperalimentação"
"E70";"Distúrbios metabólicos";"Distúrbios metabólicos"
"E71";"Distúrbios metabólicos";"Distúrbios metabólicos"
"E72";"Distúrbios metabólicos";"Distúrbios metabólicos"
"E73";"Distúrbios metabólicos";"Distúrbios metabólicos"
"E74";"Distúrbios metabólicos";"Distúrbios metabólicos"
"E75";"Distúrbios metabólicos";"Distúrbios metabólicos"
"E76";"Distúrbios metabólicos";"Distúrbios metabólicos"
"E77";"Distúrbios metabólicos";"Distúrbios metabólicos"
"E78";"Distúrbios metabólicos";"Distúrbios metabólicos"
"E79";"Distúrbios metabólicos";"Distúrbios metabólicos"
"E80";"Distúrbios metabólicos";"Distúrbios metabólicos"
"E81";"Distúrbios metabólicos";"Distúrbios metabólicos"
"E82";"Distúrbios metabólicos";"Distúrbios metabólicos"
"E83";"Distúrbios metabólicos";"Distúrbios metabólicos"
"E84";"Distúrbios metabólicos";"Distúrbios metabólicos"
"E85";"Distúrbios metabólicos";"Distúrbios metabólicos"
"E86";"Distúrbios metabólicos";"Distúrbios metabólicos"
"E87";"Distúrbios metabólicos";"Distúrbios metabólicos"
"E88";"Distúrbios metabólicos";"Distúrbios metabólicos"
"E89";"Distúrbios metabólicos";"Distúrbios metabólicos"
"E90";"Distúrbios metabólicos";"Distúrbios metabólicos"
"F00";"Transtornos mentais orgânicos, inclusive os sintomáticos";"Transtornos mentais orgânicos, incl sintomáticos"
"F01";"Transtornos mentais orgânicos, inclusive os sintomáticos";"Transtornos mentais orgânicos, incl sintomáticos"
"F02";"Transtornos mentais orgânicos, inclusive os sintomáticos";"Transtornos mentais orgânicos, incl sintomáticos"
"F03";"Transtornos mentais orgânicos, inclusive os sintomáticos";"Transtornos mentais orgânicos, incl sintomáticos"
"F04";"Transtornos mentais orgânicos, inclusive os sintomáticos";"Transtornos mentais orgânicos, incl sintomáticos"
"F05";"Transtornos mentais orgânicos, inclusive os sintomáticos";"Transtornos mentais orgânicos, incl sintomáticos"
"F06";"Transtornos mentais orgânicos, inclusive os sintomáticos";"Transtornos mentais orgânicos, incl sintomáticos"
"F07";"Transtornos mentais orgânicos, inclusive os sintomáticos";"Transtornos mentais orgânicos, incl sintomáticos"
"F08";"Transtornos mentais orgânicos, inclusive os sintomáticos";"Transtornos mentais orgânicos, incl sintomáticos"
"F09";"Transtornos mentais orgânicos, inclusive os sintomáticos";"Transtornos mentais orgânicos, incl sintomáticos"
"F10";"Transtornos mentais e comportamentais devidos ao uso de substância psicoativa";"Transt ment e comport dev ao uso subst psicoativa"
"F11";"Transtornos mentais e comportamentais devidos ao uso de substância psicoativa";"Transt ment e comport dev ao uso subst psicoativa"
"F12";"Transtornos mentais e comportamentais devidos ao uso de substância psicoativa";"Transt ment e comport dev ao uso subst psicoativa"
"F13";"Transtornos mentais e comportamentais devidos ao uso de substância psicoativa";"Transt ment e comport dev ao uso subst psicoativa"
"F14";"Transtornos mentais e comportamentais devidos ao uso de substância psicoativa";"Transt ment e comport dev ao uso subst psicoativa"
"F15";"Transtornos mentais e comportamentais devidos ao uso de substância psicoativa";"Transt ment e comport dev ao uso subst psicoativa"
"F16";"Transtornos mentais e comportamentais devidos ao uso de substância psicoativa";"Transt ment e comport dev ao uso subst psicoativa"
"F17";"Transtornos mentais e comportamentais devidos ao uso de substância psicoativa";"Transt ment e comport dev ao uso subst psicoativa"
"F18";"Transtornos mentais e comportamentais devidos ao uso de substância psicoativa";"Transt ment e comport dev ao uso subst psicoativa"
"F19";"Transtornos mentais e comportamentais devidos ao uso de substância psicoativa";"Transt ment e comport dev ao uso subst psicoativa"
"F20";"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes";"Esquizofrenia, transt esquizotípicos e delirantes"
"F21";"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes";"Esquizofrenia, transt esquizotípicos e delirantes"
"F22";"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes";"Esquizofrenia, transt esquizotípicos e delirantes"
"F23";"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes";"Esquizofrenia, transt esquizotípicos e delirantes"
"F24";"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes";"Esquizofrenia, transt esquizotípicos e delirantes"
"F25";"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes";"Esquizofrenia, transt esquizotípicos e delirantes"
"F26";"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes";"Esquizofrenia, transt esquizotípicos e delirantes"
"F27";"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes";"Esquizofrenia, transt esquizotípicos e delirantes"
"F28";"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes";"Esquizofrenia, transt esquizotípicos e delirantes"
"F29";"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes";"Esquizofrenia, transt esquizotípicos e delirantes"
"F30";"Transtornos do humor [afetivos]";"Transtornos do humor [afetivos]"
"F31";"Transtornos do humor [afetivos]";"Transtornos do humor [afetivos]"
"F32";"Transtornos do humor [afetivos]";"Transtornos do humor [afetivos]"
"F33";"Transtornos do humor [afetivos]";"Transtornos do humor [afetivos]"
"F34";"Transtornos do humor [afetivos]";"Transtornos do humor [afetivos]"
"F35";"Transtornos do humor [afetivos]";"Transtornos do humor [afetivos]"
"F36";"Transtornos do humor [afetivos]";"Transtornos do humor [afetivos]"
"F37";"Transtornos do humor [afetivos]";"Transtornos do humor [afetivos]"
"F38";"Transtornos do humor [afetivos]";"Transtornos do humor [afetivos]"
"F39";"Transtornos do humor [afetivos]";"Transtornos do humor [afetivos]"
"F40";"Transtornos neuróticos, transtornos relacionados com o "stress" e transtornos somatoformes";"Transt neuróticos, relacion stress e somatoformes"
"F41";"Transtornos neuróticos, transtornos relacionados com o "stress" e transtornos somatoformes";"Transt neuróticos, relacion stress e somatoformes"
"F42";"Transtornos neuróticos, transtornos relacionados com o "stress" e transtornos somatoformes";"Transt neuróticos, relacion stress e somatoformes"
"F43";"Transtornos neuróticos, transtornos relacionados com o "stress" e transtornos somatoformes";"Transt neuróticos, relacion stress e somatoformes"
"F44";"Transtornos neuróticos, transtornos relacionados com o "stress" e transtornos somatoformes";"Transt neuróticos, relacion stress e somatoformes"
"F45";"Transtornos neuróticos, transtornos relacionados com o "stress" e transtornos somatoformes";"Transt neuróticos, relacion stress e somatoformes"
"F46";"Transtornos neuróticos, transtornos relacionados com o "stress" e transtornos somatoformes";"Transt neuróticos, relacion stress e somatoformes"
"F47";"Transtornos neuróticos, transtornos relacionados com o "stress" e transtornos somatoformes";"Transt neuróticos, relacion stress e somatoformes"
"F48";"Transtornos neuróticos, transtornos relacionados com o "stress" e transtornos somatoformes";"Transt neuróticos, relacion stress e somatoformes"
"F50";"Síndromes comportamentais associadas a disfunções fisiológicas e a fatores físicos";"Síndr comport assoc disfunç fisiológ e fat físicos"
"F51";"Síndromes comportamentais associadas a disfunções fisiológicas e a fatores físicos";"Síndr comport assoc disfunç fisiológ e fat físicos"
"F52";"Síndromes comportamentais associadas a disfunções fisiológicas e a fatores físicos";"Síndr comport assoc disfunç fisiológ e fat físicos"
"F53";"Síndromes comportamentais associadas a disfunções fisiológicas e a fatores físicos";"Síndr comport assoc disfunç fisiológ e fat físicos"
"F54";"Síndromes comportamentais associadas a disfunções fisiológicas e a fatores físicos";"Síndr comport assoc disfunç fisiológ e fat físicos"
"F55";"Síndromes comportamentais associadas a disfunções fisiológicas e a fatores físicos";"Síndr comport assoc disfunç fisiológ e fat físicos"
"F56";"Síndromes comportamentais associadas a disfunções fisiológicas e a fatores físicos";"Síndr comport assoc disfunç fisiológ e fat físicos"
"F57";"Síndromes comportamentais associadas a disfunções fisiológicas e a fatores físicos";"Síndr comport assoc disfunç fisiológ e fat físicos"
"F58";"Síndromes comportamentais associadas a disfunções fisiológicas e a fatores físicos";"Síndr comport assoc disfunç fisiológ e fat físicos"
"F59";"Síndromes comportamentais associadas a disfunções fisiológicas e a fatores físicos";"Síndr comport assoc disfunç fisiológ e fat físicos"
"F60";"Transtornos da personalidade e do comportamento do adulto";"Transtornos da personalidade e do comport adulto"
"F61";"Transtornos da personalidade e do comportamento do adulto";"Transtornos da personalidade e do comport adulto"
"F62";"Transtornos da personalidade e do comportamento do adulto";"Transtornos da personalidade e do comport adulto"
"F63";"Transtornos da personalidade e do comportamento do adulto";"Transtornos da personalidade e do comport adulto"
"F64";"Transtornos da personalidade e do comportamento do adulto";"Transtornos da personalidade e do comport adulto"
"F65";"Transtornos da personalidade e do comportamento do adulto";"Transtornos da personalidade e do comport adulto"
"F66";"Transtornos da personalidade e do comportamento do adulto";"Transtornos da personalidade e do comport adulto"
"F67";"Transtornos da personalidade e do comportamento do adulto";"Transtornos da personalidade e do comport adulto"
"F68";"Transtornos da personalidade e do comportamento do adulto";"Transtornos da personalidade e do comport adulto"
"F69";"Transtornos da personalidade e do comportamento do adulto";"Transtornos da personalidade e do comport adulto"
"F70";"Retardo mental";"Retardo mental"
"F71";"Retardo mental";"Retardo mental"
"F72";"Retardo mental";"Retardo mental"
"F73";"Retardo mental";"Retardo mental"
"F74";"Retardo mental";"Retardo mental"
"F75";"Retardo mental";"Retardo mental"
"F76";"Retardo mental";"Retardo mental"
"F77";"Retardo mental";"Retardo mental"
"F78";"Retardo mental";"Retardo mental"
"F79";"Retardo mental";"Retardo mental"
"F80";"Transtornos do desenvolvimento psicológico";"Transtornos do desenvolvimento psicológico"
"F81";"Transtornos do desenvolvimento psicológico";"Transtornos do desenvolvimento psicológico"
"F82";"Transtornos do desenvolvimento psicológico";"Transtornos do desenvolvimento psicológico"
"F83";"Transtornos do desenvolvimento psicológico";"Transtornos do desenvolvimento psicológico"
"F84";"Transtornos do desenvolvimento psicológico";"Transtornos do desenvolvimento psicológico"
"F85";"Transtornos do desenvolvimento psicológico";"Transtornos do desenvolvimento psicológico"
"F86";"Transtornos do desenvolvimento psicológico";"Transtornos do desenvolvimento psicológico"
"F87";"Transtornos do desenvolvimento psicológico";"Transtornos do desenvolvimento psicológico"
"F88";"Transtornos do desenvolvimento psicológico";"Transtornos do desenvolvimento psicológico"
"F89";"Transtornos do desenvolvimento psicológico";"Transtornos do desenvolvimento psicológico"
"F90";"Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência";"Transt compor e emoc q aparecem dur infânc adolesc"
"F91";"Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência";"Transt compor e emoc q aparecem dur infânc adolesc"
"F92";"Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência";"Transt compor e emoc q aparecem dur infânc adolesc"
"F93";"Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência";"Transt compor e emoc q aparecem dur infânc adolesc"
"F94";"Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência";"Transt compor e emoc q aparecem dur infânc adolesc"
"F95";"Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência";"Transt compor e emoc q aparecem dur infânc adolesc"
"F96";"Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência";"Transt compor e emoc q aparecem dur infânc adolesc"
"F97";"Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência";"Transt compor e emoc q aparecem dur infânc adolesc"
"F98";"Transtornos do comportamento e transtornos emocionais que aparecem habitualmente durante a infância ou a adolescência";"Transt compor e emoc q aparecem dur infânc adolesc"
"F99";"Transtorno mental não especificado";"Transtorno mental não especificado"
"G00";"Doenças inflamatórias do sistema nervoso central";"Doenças inflamatórias do sistema nervoso central"
"G01";"Doenças inflamatórias do sistema nervoso central";"Doenças inflamatórias do sistema nervoso central"
"G02";"Doenças inflamatórias do sistema nervoso central";"Doenças inflamatórias do sistema nervoso central"
"G03";"Doenças inflamatórias do sistema nervoso central";"Doenças inflamatórias do sistema nervoso central"
